104622969247,50331230403836364475
104622969340,50331230411639164262
104622969409,50331230422273483900
104622969528,50331230433002137563
104622969617,50331230443257033054
104622969757,50331230452935117404
104622969847,50331230461278636057
104622969934,50331230472054454714
104622970030,50331230480714172826
104622970136,50331230491105446554
104622970210,50331230500834653037
104622970346,50331230512735983553
104622970444,50331230524218303949
104622970538,50331230531179245225
104622970612,50331230540412005955
104622970721,50331230553680888213
104622970811,50331230562284428226
104622970967,50331230573341994233
104622971023,50331230580558500386
104622971134,50331230592341733088
104622971296,50331230602126535768
104622971322,50331230610352836320
104622971430,50331230621992309746
104622971518,50331230634137937355
104622971662,50331230643613775358
104622971729,50331230652067748380
104622971832,50331230660904944678
104622971916,50331230670563127882
104622972015,50331230681499847243
104622972113,50331230692762763837
104622972236,50331230702545524086
104622972322,50331230713777570126
104622972436,50331230721290568414
104622972534,50331230732530530453
104622972644,50331230740861296778
104622972723,50331230750172803193
104622972825,50331230762034507986
104622972920,50331230773805802928
104622973026,50331230782269974193
104622973145,50331230793312529008
104622973213,50331230800280531286
104622973359,50331230813994872518
104622973452,50331230821571991900
104622973538,50331230831686676431
104622973684,50331230841834085477
104622973738,50331230853237341033
104622973845,50331230862551990497
104622973972,50331230870480612718
104622974044,50331230882878293809
104622974110,50331230891745271296
104622974240,50331230903493711231
104622974326,50331230913516324443
104622974484,50331230923545748085
104622974554,50331230933567570012
104622974624,50331230942314874054
104622974725,50331230951579904524
104622974844,50331230960858815136
104622974925,50331230972035089258
104622975086,50331230980239079679
104622975124,50331230992101530604
104622975230,50331231000207314652
104622975328,50331231011242186346
104622975414,50331231024186330331
104622975561,50331231033450012599
104622975624,50331231042874330908
104622975729,50331231050345295693
104622975833,50331231061846503106
104622975944,50331231074250410197
104622976019,50331231084159505118
104622976148,50331231093092203487
104622976262,50331231103226593089
104622976368,50331231113405443603
104622976490,50331231122288484588
104622976516,50331231132104737462
104622976641,50331231140998301579
104622976765,50331231152361761731
104622976850,50331231160658296422
104622976943,50331231170488454578
104622977024,50331231181040143495
104622977135,50331231190806263008
104622977236,50331231200106899815
104622977372,50331231212419015007
104622977472,50331231220017141821
104622977562,50331231230491622978
104622977625,50331231243675064912
104622977713,50331231251865202672
104622977819,50331231262529535986
104622977925,50331231270580791330
104622978016,50331231284022053732
104622978196,50331231292426074735
104622978211,50331231303707271325
104622978327,50331231310276099797
104622978454,50331231320484020588
104622978563,50331231332492068018
104622978628,50331231344281490894
104622978737,50331231351834160889
104622978836,50331231364040668694
104622978915,50331231373641678173
104622979060,50331231380658868598
104622979147,50331231392844069151
104622979220,50331231404213186951
104622979311,50331231410835899569
104622979415,50331231421594882178
104622979511,50331231431778142635
104622979626,50331231441252319057
104622979730,50331231453029324840
104622979833,50331231460645898847
104622979917,50331231470444310681
104622980035,50331231482310917981
104622980154,50331231490124767005
104622980218,50331231502140519190
104622980312,50331231513637228767
104622980460,50331231521669045197
104622980532,50331231532349738705
104622980619,50331231543166449054
104622980732,50331231552908172955
104622980810,50331231562766273322
104622980922,50331231573321677594
104622981064,50331231580605313765
104622981146,50331231591866286832
104622981210,50331231603041495954
104622981345,50331231612675939261
104622981464,50331231623033755047
104622981564,50331231630275569833
104622981615,50331231643664442188
104622981714,50331231650440501653
104622981850,50331231663522737512
104622981912,50331231672686457880
104622982096,50331231683448194659
104622982115,50331231691826854314
104622982247,50331231702915337986
104622982301,50331231712251961925
104622982426,50331231721114302508
104622982517,50331231733484676800
104622982640,50331231743103155830
104622982761,50331231750711648056
104622982840,50331231760068083625
104622982984,50331231771989817109
104622983016,50331231782173670247
104622983154,50331231790979605218
104622983245,50331231801961196324
104622983319,50331231811961875416
104622983413,50331231821762649213
104622983554,50331231833313967163
104622983650,50331231842391354977
104622983762,50331231850355398852
104622983868,50331231861550379890
104622983923,50331231870029551233
104622984065,50331231880978145337
104622984127,50331231892379933368
104622984292,50331231900279684757
104622984332,50331231912427133760
104622984412,50331231923029650978
104622984577,50331231931215805508
104622984633,50331231941372149323
104622984758,50331231951768523405
104622984861,50331231964050105188
104622984915,50331231970713948579
104622985081,50331231984034086656
104622985128,50331231992703570192
104622985249,50331232003328093427
104622985386,50331232013221913193
104622985484,50331232022660142615
104622985540,50331232032823806771
104622985694,50331232043784861188
104622985710,50331232051408541273
104622985849,50331232062627685111
104622985948,50331232070269399124
104622986061,50331232080099497659
104622986162,50331232091329984666
104622986229,50331232102524204279
104622986373,50331232111775660704
104622986486,50331232121681866292
104622986525,50331232134271329842
104622986641,50331232141231158021
104622986747,50331232152861076782
104622986810,50331232162685110952
104622986920,50331232172948862153
104622987001,50331232183369398505
104622987162,50331232193533247112
104622987217,50331232200394358151
104622987362,50331232214263124471
104622987454,50331232221266940116
104622987512,50331232232265610772
104622987627,50331232240831746818
104622987756,50331232253720989650
104622987811,50331232260219992253
104622987928,50331232270719794969
104622988012,50331232280906912831
104622988113,50331232290081838565
104622988215,50331232301846264037
104622988336,50331232311602415728
104622988415,50331232321099812868
104622988532,50331232332456880994
104622988632,50331232343908320247
104622988732,50331232351300630236
104622988864,50331232360748703913
104622988947,50331232374192096362
104622989026,50331232381900284667
104622989134,50331232392465655904
104622989248,50331232400695219856
104622989335,50331232412084067369
104622989435,50331232421403746647
104622989528,50331232430590289830
104622989658,50331232441613797196
104622989716,50331232450988788124
104622989844,50331232464176807401
104622989932,50331232470706063149
104622990024,50331232481253251160
104622990130,50331232493174779791
104622990224,50331232504142016381
104622990336,50331232512862119273
104622990415,50331232521846930295
104622990590,50331232534179473136
104622990649,50331232540433364040
104622990790,50331232550654482076
104622990828,50331232563081353719
104622990940,50331232572586984719
104622991040,50331232580129920359
104622991122,50331232590415925163
104622991238,50331232600244175963
104622991359,50331232611839793195
104622991410,50331232621157561571
104622991584,50331232632688774466
104622991614,50331232640238140069
104622991716,50331232651516997753
104622991831,50331232660431823314
104622991951,50331232670214267873
104622992027,50331232682288590553
104622992143,50331232694165774591
104622992225,50331232702382432972
104622992363,50331232712478177232
104622992426,50331232721735210656
104622992549,50331232732387814253
104622992675,50331232741648179710
104622992733,50331232750907728133
104622992853,50331232760163824607
104622992924,50331232771322080182
104622993054,50331232780413393909
104622993163,50331232790988131105
104622993256,50331232801039698469
104622993316,50331232811617494993
104622993472,50331232822462974223
104622993543,50331232832674953707
104622993618,50331232844219472710
104622993724,50331232853417070645
104622993872,50331232861095824435
104622993910,50331232872231237417
104622994010,50331232884098290512
104622994157,50331232893356201180
104622994212,50331232903161633749
104622994357,50331232910562048870
104622994462,50331232922976749747
104622994544,50331232930011037772
104622994610,50331232942688418403
104622994719,50331232950261622944
104622994826,50331232960127705831
104622994967,50331232973550677533
104622995036,50331232981281157523
104622995164,50331232991411232792
104622995210,50331233001092002970
104622995332,50331233013327578994
104622995421,50331233020578331863
104622995512,50331233032255830888
104622995644,50331233041836991439
104622995734,50331233050706823534
104622995812,50331233061158469805
104622995958,50331233072255771782
104622996019,50331233080901610330
104622996109,50331233090603790380
104622996228,50331233102815457211
104622996352,50331233110965968632
104622996482,50331233123047280617
104622996572,50331233132730785419
104622996614,50331233143690041020
104622996734,50331233150223374971
104622996860,50331233162088992011
104622996951,50331233171627744849
104622997010,50331233183499058817
104622997132,50331233190174469781
104622997267,50331233202545714292
104622997343,50331233210030392748
104622997462,50331233222545014629
104622997519,50331233230749701868
104622997612,50331233243984186698
104622997749,50331233250330948387
104622997890,50331233261274288338
104622997910,50331233270358932511
104622998044,50331233282102590734
104622998109,50331233294128048989
104622998216,50331233301727113548
104622998341,50331233312545113846
104622998454,50331233321854085702
104622998521,50331233332572602824
104622998620,50331233341823064162
104622998742,50331233350220515666
104622998862,50331233361244239055
104622998924,50331233371220281788
104622999059,50331233382106601369
104622999156,50331233391735220258
104622999226,50331233400990789979
104622999334,50331233413460122776
104622999420,50331233423209125876
104622999522,50331233432788355726
104622999655,50331233443906318278
104622999712,50331233453051163564
104622999829,50331233460532800765
104622999953,50331233472212978451
104623000047,50331233481354321346
104623000127,50331233493838736528
104623000238,50331233503448112358
104623000324,50331233514273805407
104623000425,50331233524085205533
104623000511,50331233530074353581
104623000621,50331233541080751814
104623000746,50331233550382445387
104623000890,50331233562939942757
104623000949,50331233571512123105
104623001040,50331233580189929013
104623001136,50331233591223068189
104623001218,50331233602010235818
104623001318,50331233612347223227
104623001429,50331233621151082600
104623001517,50331233633157355688
104623001610,50331233642759344806
104623001714,50331233650045816011
104623001816,50331233661287638834
104623001921,50331233674183386929
104623002086,50331233681995847666
104623002119,50331233690578796203
104623002223,50331233700914628560
104623002336,50331233711833969320
104623002425,50331233720595560628
104623002516,50331233731755461320
104623002679,50331233741994560661
104623002782,50331233751018063377
104623002831,50331233761099949944
104623002967,50331233773001339580
104623003036,50331233782125728109
104623003115,50331233790698440656
104623003237,50331233800491328492
104623003339,50331233810870364696
104623003484,50331233821103167928
104623003537,50331233833437801180
104623003644,50331233843523931578
104623003724,50331233850217525995
104623003811,50331233860973581536
104623003962,50331233871880635357
104623004046,50331233883627906999
104623004164,50331233893839475184
104623004258,50331233903254409391
104623004319,50331233914035457435
104623004456,50331233920304024666
104623004579,50331233931682741530
104623004648,50331233943316730014
104623004729,50331233951345886150
104623004860,50331233962325624512
104623004931,50331233973396563652
104623005025,50331233982664831638
104623005117,50331233993994376385
104623005210,50331234002014891111
104623005304,50331234013805697742
104623005415,50331234020131580421
104623005518,50331234033696722286
104623005639,50331234042013251887
104623005742,50331234052527474799
104623005833,50331234063427561437
104623005963,50331234073738732963
104623006081,50331234083103836623
104623006165,50331234092729219053
104623006237,50331234104209063659
104623006310,50331234111719833199
104623006446,50331234123658587556
104623006510,50331234133682077309
104623006633,50331234143765321477
104623006758,50331234152770654739
104623006817,50331234162526535250
104623006947,50331234170563346450
104623007050,50331234182304176260
104623007129,50331234191215432510
104623007213,50331234201673766502
104623007392,50331234213237803581
104623007463,50331234220187848232
104623007528,50331234233981997626
104623007663,50331234241604907584
104623007764,50331234254021495293
104623007810,50331234261369460154
104623007940,50331234270524154614
104623008086,50331234280015216950
104623008139,50331234293705713865
104623008236,50331234303360445740
104623008368,50331234311779794300
104623008424,50331234321114539423
104623008581,50331234332247020908
104623008620,50331234343687137807
104623008717,50331234353656353586
104623008814,50331234360439250288
104623008916,50331234372928791339
104623009077,50331234382220416541
104623009163,50331234394101351442
104623009222,50331234403449319186
104623009332,50331234410815906711
104623009452,50331234420793502262
104623009545,50331234431330203185
104623009622,50331234442599696566
104623009750,50331234453723673483
104623009831,50331234462846525877
104623009921,50331234470886602892
104623010019,50331234483866299455
104623010126,50331234492461158295
104623010233,50331234503542262292
104623010312,50331234510905267358
104623010464,50331234521859671258
104623010532,50331234531538387189
104623010632,50331234540881009490
104623010748,50331234553117448084
104623010813,50331234562932661571
104623010968,50331234571730576233
104623011025,50331234580248106783
104623011135,50331234590927838889
104623011263,50331234602250937396
104623011332,50331234613249592973
104623011427,50331234620006343326
104623011534,50331234632254807657
104623011627,50331234641258391320
104623011700,50331234653514328607
104623011881,50331234661878731362
104623011941,50331234672669114580
104623012054,50331234680233334936
104623012145,50331234693832912324
104623012218,50331234700115838215
104623012340,50331234710750469222
104623012431,50331234722602952289
104623012517,50331234733351967585
104623012653,50331234741912696664
104623012736,50331234753253869847
104623012824,50331234761434517450
104623012953,50331234772474609726
104623013028,50331234781326878782
104623013118,50331234791859762200
104623013212,50331234800538079896
104623013342,50331234814278230144
104623013422,50331234820977483993
104623013516,50331234831695570825
104623013634,50331234841225443797
104623013738,50331234851032973391
104623013826,50331234863798531500
104623013932,50331234873104736385
104623014020,50331234883181454570
104623014115,50331234890095193536
104623014200,50331234901715905459
104623014364,50331234910992028122
104623014427,50331234920582032730
104623014559,50331234933834285510
